@N: MF916 |Option synthesis_strategy=base is enabled. 
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_2[15] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_2[16] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_2[17] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_2[18] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_2[19] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_2[20] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_2[21] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_2[22] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_2[23] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_3[0] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_3[1] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_3[2] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_3[4] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_3[5] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_3[6] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_3[7] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_3[8] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_3[9] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_3[10] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_3[11] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_3[12] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_3[13] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_3[14] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_3[15] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_3[16] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_3[17] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_3[18] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_3[19] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_3[20] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_3[21] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_3[22] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_3[23] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_4[0] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_4[1] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_4[2] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_4[3] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_4[5] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_4[6] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_4[7] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_4[8] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_4[9] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_4[10] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_4[11] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_4[12] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_4[13] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_4[14] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_4[15] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_4[16] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_4[17] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_4[18] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_4[19] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_4[20] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_4[21] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_4[22] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_4[23] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_5[0] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_5[1] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_5[2] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_5[3] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_5[4] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_5[6] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_5[7] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_5[8] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_5[9] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_5[10] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_5[11] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_5[12] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_5[13] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_5[14] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_5[15] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_5[16] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_5[17] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_5[18] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_5[19] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_5[20] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_5[21] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_5[22] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_5[23] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_6[0] (in view: work.top(verilog)) because it does not drive other instances.
